_from,_to,transfer_type
stops/7972,stops/2148,0
stops/7973,stops/2147,0
stops/7973,stops/2148,0
stops/7975,stops/7975,0
stops/7975,stops/8049,0
stops/7982,stops/7963,0
stops/7984,stops/2762,0
stops/7984,stops/2763,0
stops/7986,stops/2762,0
stops/7986,stops/2763,0
stops/7990,stops/3228,0
stops/7990,stops/7918,0
stops/7990,stops/7990,0
stops/7999,stops/7999,0
stops/7999,stops/8000,0
stops/7999,stops/8346,0
stops/7999,stops/8371,0
stops/7999,stops/10846,0
stops/8000,stops/7999,0
stops/8000,stops/8346,0
stops/8000,stops/8371,0
stops/8000,stops/10846,0
stops/8016,stops/13130,0
stops/8016,stops/13133,0
stops/8023,stops/4693,0
stops/8023,stops/4695,0
stops/8024,stops/4693,0
stops/8024,stops/4695,0
stops/8025,stops/4760,0
stops/8025,stops/4761,0
stops/8026,stops/4760,0
stops/8026,stops/4761,0
stops/8038,stops/5138,0
stops/8038,stops/5139,0
stops/8039,stops/5138,0
stops/8039,stops/5139,0
stops/8047,stops/5499,0
stops/8047,stops/6166,0
stops/8048,stops/5499,0
stops/8048,stops/6166,0
stops/8048,stops/7928,0
stops/8049,stops/7975,0
stops/8079,stops/2914,0
stops/8079,stops/2915,0
stops/8079,stops/8079,0
stops/8086,stops/2914,0
stops/8086,stops/2915,0
stops/8086,stops/8086,0
stops/8119,stops/2460,0
stops/8156,stops/3328,0
stops/8156,stops/3329,0
stops/8168,stops/3081,0
stops/8181,stops/2672,0
stops/8181,stops/9845,0
stops/8181,stops/9846,0
stops/8181,stops/9954,0
stops/8181,stops/9956,0
stops/8190,stops/8347,0
stops/8190,stops/8370,0
stops/8194,stops/8190,0
stops/8194,stops/8194,0
stops/8194,stops/8347,0
stops/8194,stops/8370,0
stops/8194,stops/10860,0
stops/8194,stops/10861,0
stops/8194,stops/10862,0
stops/8194,stops/10863,0
stops/8199,stops/8357,0
stops/8199,stops/8360,0
stops/8199,stops/10858,0
stops/8199,stops/10859,0
stops/8207,stops/3363,0
stops/8207,stops/8207,0
stops/8207,stops/8208,0
stops/8208,stops/3363,0
stops/8208,stops/8207,0
stops/8208,stops/8208,0
stops/8209,stops/3656,0
stops/8209,stops/5846,0
stops/8209,stops/8209,0
stops/8209,stops/8210,0
stops/8209,stops/8211,0
stops/8209,stops/8212,0
stops/8209,stops/10180,0
stops/8209,stops/13068,0
stops/8209,stops/13073,0
stops/8209,stops/13636,0
stops/8210,stops/3656,0
stops/8210,stops/5846,0
stops/8210,stops/8209,0
stops/8210,stops/8210,0
stops/8210,stops/8211,0
stops/8210,stops/8212,0
stops/8210,stops/10180,0
stops/8210,stops/13068,0
stops/8210,stops/13073,0
stops/8210,stops/13636,0
stops/8211,stops/3656,0
stops/8211,stops/5846,0
stops/8211,stops/8209,0
stops/8211,stops/8210,0
stops/8211,stops/8211,0
stops/8211,stops/8212,0
stops/8211,stops/10180,0
stops/8211,stops/13068,0
stops/8211,stops/13073,0
stops/8211,stops/13636,0
stops/8212,stops/5846,0
stops/8212,stops/8209,0
stops/8212,stops/8210,0
stops/8212,stops/8211,0
stops/8212,stops/10180,0
stops/8212,stops/13068,0
stops/8212,stops/13073,0
stops/8212,stops/13636,0
stops/8213,stops/212,0
stops/8213,stops/8213,0
stops/8223,stops/8223,0
stops/8223,stops/8225,0
stops/8225,stops/8223,0
stops/8225,stops/8225,0
stops/8243,stops/7465,0
stops/8243,stops/7466,0
stops/8250,stops/8250,0
stops/8250,stops/9026,0
stops/8262,stops/1665,0
stops/8262,stops/8262,0
stops/8262,stops/8270,0
stops/8270,stops/8262,0
stops/8284,stops/8506,0
stops/8285,stops/8285,0
stops/8312,stops/8312,0
stops/8333,stops/7777,0
stops/8333,stops/9598,0
stops/8333,stops/9600,0
stops/8333,stops/9633,0
stops/8333,stops/10767,0
stops/8333,stops/10768,0
stops/8334,stops/5020,0
stops/8334,stops/7586,0
stops/8334,stops/7625,0
stops/8334,stops/7640,0
stops/8334,stops/7747,0
stops/8334,stops/7777,0
stops/8334,stops/7789,0
stops/8334,stops/7800,0
stops/8334,stops/7803,0
stops/8334,stops/7807,0
stops/8334,stops/8334,0
stops/8334,stops/8335,0
stops/8334,stops/8382,0
stops/8335,stops/5020,0
stops/8335,stops/6160,0
stops/8335,stops/7586,0
stops/8335,stops/7634,0
stops/8335,stops/7640,0
stops/8335,stops/7646,0
stops/8335,stops/8334,0
stops/8335,stops/8335,0
stops/8335,stops/8336,0
stops/8335,stops/8381,0
stops/8335,stops/8382,0
stops/8336,stops/7098,0
stops/8336,stops/8335,0
stops/8336,stops/8336,0
stops/8336,stops/8381,0
stops/8336,stops/11956,0
stops/8339,stops/1612,0
stops/8339,stops/8339,0
stops/8339,stops/8378,0
stops/8340,stops/1097,0
stops/8340,stops/2592,0
stops/8340,stops/8340,0
stops/8340,stops/8377,0
stops/8340,stops/11507,0
stops/8340,stops/11508,0
stops/8340,stops/11813,0
stops/8340,stops/11814,0
stops/8340,stops/11817,0
stops/8341,stops/2175,0
stops/8341,stops/5917,0
stops/8342,stops/8342,0
stops/8342,stops/8375,0
stops/8342,stops/13611,0
stops/8343,stops/8513,0
stops/8343,stops/8937,0
stops/8343,stops/9305,0
stops/8343,stops/10876,0
stops/8344,stops/10868,0
stops/8344,stops/10869,0
stops/8344,stops/10870,0
stops/8344,stops/10871,0
stops/8344,stops/10872,0
stops/8344,stops/11313,0
stops/8345,stops/2127,0
stops/8345,stops/2128,0
stops/8345,stops/7827,0
stops/8345,stops/7828,0
stops/8346,stops/7999,0
stops/8346,stops/8000,0
stops/8346,stops/8010,0
stops/8346,stops/10846,0
stops/8347,stops/8190,0
stops/8347,stops/8347,0
stops/8347,stops/8370,0
stops/8347,stops/10860,0
stops/8347,stops/10861,0
stops/8347,stops/10862,0
stops/8347,stops/10863,0
stops/8348,stops/6504,0
stops/8348,stops/6510,0
stops/8348,stops/6511,0
stops/8348,stops/10877,0
stops/8349,stops/6621,0
stops/8349,stops/6623,0
stops/8349,stops/8368,0
stops/8351,stops/13949,0
stops/8351,stops/13965,0
stops/8353,stops/6914,0
stops/8353,stops/9061,0
stops/8354,stops/12397,0
stops/8354,stops/12398,0
stops/8354,stops/13320,0
stops/8355,stops/8355,0
stops/8356,stops/1331,0
stops/8356,stops/1332,0
stops/8356,stops/1579,0
stops/8357,stops/2253,0
stops/8357,stops/2798,0
stops/8357,stops/10859,0
stops/8359,stops/8359,0
stops/8360,stops/2253,0
stops/8360,stops/2798,0
stops/8360,stops/10859,0
stops/8361,stops/1331,0
stops/8361,stops/1332,0
stops/8361,stops/1579,0
stops/8363,stops/12397,0
stops/8363,stops/12398,0
stops/8363,stops/13320,0
stops/8364,stops/6914,0
stops/8364,stops/9061,0
stops/8366,stops/13949,0
stops/8366,stops/13965,0
stops/8368,stops/6621,0
stops/8368,stops/6623,0
stops/8368,stops/8349,0
stops/8369,stops/6510,0
stops/8369,stops/6511,0
stops/8369,stops/10877,0
stops/8370,stops/8190,0
stops/8370,stops/8347,0
stops/8370,stops/8370,0
stops/8370,stops/10860,0
stops/8370,stops/10861,0
stops/8370,stops/10862,0
stops/8370,stops/10863,0
stops/8371,stops/7999,0
stops/8371,stops/8000,0
stops/8371,stops/8010,0
stops/8371,stops/10846,0
stops/8372,stops/2127,0
stops/8372,stops/2128,0
stops/8372,stops/7827,0
stops/8372,stops/7828,0
stops/8373,stops/10868,0
stops/8373,stops/10869,0
stops/8373,stops/10870,0
stops/8373,stops/10871,0
stops/8373,stops/10872,0
stops/8373,stops/11313,0
stops/8374,stops/8513,0
stops/8374,stops/8937,0
stops/8374,stops/9305,0
stops/8374,stops/10876,0
stops/8375,stops/2175,0
stops/8375,stops/8342,0
stops/8375,stops/8375,0
stops/8375,stops/13611,0
stops/8376,stops/2175,0
stops/8376,stops/5917,0
stops/8377,stops/1097,0
stops/8377,stops/2592,0
stops/8377,stops/8340,0
stops/8377,stops/8377,0
stops/8377,stops/11507,0
stops/8377,stops/11508,0
stops/8377,stops/11813,0
stops/8377,stops/11814,0
stops/8377,stops/11817,0
stops/8378,stops/1612,0
stops/8378,stops/8378,0
stops/8380,stops/8337,0
stops/8381,stops/6160,0
stops/8381,stops/8335,0
stops/8381,stops/8336,0
stops/8381,stops/8382,0
stops/8381,stops/11956,0
stops/8382,stops/5020,0
stops/8382,stops/6160,0
stops/8382,stops/7586,0
stops/8382,stops/7625,0
stops/8382,stops/7634,0
stops/8382,stops/7640,0
stops/8382,stops/7646,0
stops/8382,stops/8334,0
stops/8382,stops/8335,0
stops/8382,stops/8381,0
stops/8382,stops/8382,0
stops/8382,stops/8383,0
stops/8383,stops/6160,0
stops/8383,stops/7586,0
stops/8383,stops/7747,0
stops/8383,stops/7777,0
stops/8383,stops/7800,0
stops/8383,stops/7803,0
stops/8383,stops/7807,0
stops/8383,stops/8382,0
stops/8383,stops/8383,0
stops/8384,stops/9598,0
stops/8384,stops/9600,0
stops/8384,stops/9633,0
stops/8384,stops/10767,0
stops/8384,stops/10768,0
stops/8457,stops/3229,0
stops/8457,stops/3230,0
stops/8484,stops/5835,0
stops/8484,stops/8484,0
stops/8484,stops/8802,0
stops/8491,stops/3582,0
stops/8506,stops/8284,0
stops/8513,stops/8343,0
stops/8513,stops/8374,0
stops/8543,stops/8643,0
stops/8543,stops/13529,0
stops/8546,stops/8546,0
stops/8546,stops/8558,0
stops/8546,stops/9962,0
stops/8547,stops/8557,0
stops/8557,stops/8547,0
stops/8557,stops/10026,0
stops/8558,stops/8546,0
stops/8558,stops/8558,0
stops/8558,stops/9962,0
stops/8561,stops/8543,0
stops/8561,stops/8643,0
stops/8561,stops/13529,0
stops/8570,stops/11072,0
stops/8571,stops/8571,0
stops/8571,stops/8585,0
stops/8580,stops/2401,0
stops/8580,stops/8860,0
stops/8581,stops/2401,0
stops/8581,stops/8860,0
stops/8585,stops/8571,0
stops/8598,stops/8464,0
stops/8604,stops/8604,0
stops/8604,stops/8635,0
stops/8607,stops/10211,0
stops/8610,stops/8610,0
stops/8610,stops/9324,0
stops/8610,stops/12746,0
stops/8613,stops/8625,0
stops/8617,stops/8617,0
stops/8617,stops/8619,0
stops/8619,stops/8617,0
stops/8625,stops/8613,0
stops/8625,stops/8625,0
stops/8632,stops/8632,0
stops/8635,stops/8604,0
stops/8635,stops/8635,0
stops/8643,stops/8543,0
stops/8643,stops/8561,0
stops/8644,stops/8644,0
stops/8664,stops/1818,0
stops/8664,stops/1819,0
stops/8664,stops/7964,0
stops/8664,stops/7965,0
stops/8746,stops/832,0
stops/8746,stops/13569,0
stops/8758,stops/8758,0
stops/8758,stops/8759,0
stops/8758,stops/8760,0
stops/8758,stops/8761,0
stops/8758,stops/8762,0
stops/8758,stops/10447,0
stops/8759,stops/8758,0
stops/8759,stops/8760,0
stops/8759,stops/8761,0
stops/8759,stops/8762,0
stops/8759,stops/10447,0
stops/8760,stops/8758,0
stops/8760,stops/8759,0
stops/8760,stops/8760,0
stops/8760,stops/8761,0
stops/8760,stops/8762,0
stops/8760,stops/10447,0
stops/8761,stops/8758,0
stops/8761,stops/8759,0
stops/8761,stops/8760,0
stops/8761,stops/8761,0
stops/8761,stops/8762,0
stops/8761,stops/10447,0
stops/8762,stops/8758,0
stops/8762,stops/8759,0
stops/8762,stops/8760,0
stops/8762,stops/8761,0
stops/8762,stops/8762,0
stops/8762,stops/10447,0
stops/8776,stops/8776,0
stops/8776,stops/13475,0
stops/8802,stops/5835,0
stops/8802,stops/8484,0
stops/8802,stops/8802,0
stops/8814,stops/91,0
stops/8814,stops/92,0
stops/8843,stops/4572,0
stops/8843,stops/4573,0
stops/8843,stops/6668,0
stops/8860,stops/8580,0
stops/8860,stops/8581,0
stops/8886,stops/8886,0
stops/8886,stops/9299,0
stops/8886,stops/9303,0
stops/8886,stops/13178,0
stops/8913,stops/13124,0
stops/8913,stops/13139,0
stops/8918,stops/13124,0
stops/8918,stops/13139,0
stops/8920,stops/4090,0
stops/8920,stops/4091,0
stops/8924,stops/6832,0
stops/8924,stops/6833,0
stops/8924,stops/9145,0
stops/8928,stops/4090,0
stops/8928,stops/4091,0
stops/8937,stops/8343,0
stops/8937,stops/8374,0
stops/8938,stops/4044,0
stops/8938,stops/9305,0
stops/8984,stops/7169,0
stops/8984,stops/14032,0
stops/8986,stops/7169,0
stops/8986,stops/8986,0
stops/8989,stops/7163,0
stops/8989,stops/8989,0
stops/9010,stops/6961,0
stops/9010,stops/6964,0
stops/9012,stops/6961,0
stops/9012,stops/6964,0
stops/9026,stops/8250,0
stops/9033,stops/1051,0
stops/9033,stops/9033,0
stops/9038,stops/5197,0
stops/9038,stops/9038,0
stops/9044,stops/6493,0
stops/9044,stops/10759,0
stops/9044,stops/10760,0
stops/9044,stops/10765,0
stops/9050,stops/10084,0
stops/9050,stops/10115,0
stops/9056,stops/10084,0
stops/9056,stops/10115,0
stops/9061,stops/6914,0
stops/9061,stops/8353,0
stops/9061,stops/8364,0
stops/9105,stops/13591,0
stops/9122,stops/735,0
stops/9122,stops/9122,0
stops/9122,stops/9599,0
stops/9122,stops/9757,0
stops/9122,stops/9758,0
stops/9122,stops/9860,0
stops/9139,stops/713,0
stops/9145,stops/6832,0
stops/9145,stops/6833,0
stops/9145,stops/8924,0
stops/9150,stops/7024,0
stops/9150,stops/7025,0
stops/9169,stops/2295,0
stops/9169,stops/2296,0
stops/9172,stops/9172,0
stops/9185,stops/2295,0
stops/9185,stops/2296,0
stops/9207,stops/13499,0
stops/9207,stops/13705,0
stops/9219,stops/5425,0
stops/9219,stops/5426,0
stops/9220,stops/9220,0
stops/9220,stops/9649,0
stops/9220,stops/9650,0
stops/9220,stops/9651,0
stops/9220,stops/9652,0
stops/9297,stops/9297,0
stops/9299,stops/1606,0
stops/9299,stops/8886,0
stops/9299,stops/9299,0
stops/9299,stops/9300,0
stops/9299,stops/13178,0
stops/9300,stops/9299,0
stops/9301,stops/9300,0
stops/9301,stops/9303,0
stops/9303,stops/782,0
stops/9303,stops/8886,0
stops/9303,stops/9301,0
stops/9303,stops/9303,0
stops/9303,stops/13171,0
stops/9305,stops/4044,0
stops/9305,stops/8343,0
stops/9305,stops/8374,0
stops/9305,stops/8513,0
stops/9305,stops/8938,0
stops/9320,stops/930,0
stops/9320,stops/10935,0
stops/9324,stops/8610,0
stops/9324,stops/12746,0
stops/9343,stops/4042,0
stops/9343,stops/4043,0
stops/9351,stops/6992,0
stops/9351,stops/9351,0
stops/9354,stops/755,0
stops/9354,stops/9354,0
stops/9397,stops/142,0
stops/9397,stops/143,0
stops/9397,stops/6474,0
stops/9397,stops/6475,0
stops/9403,stops/2208,0
stops/9403,stops/2209,0
stops/9477,stops/13648,0
stops/9481,stops/9481,0
stops/9505,stops/9505,0
stops/9505,stops/11934,0
stops/9505,stops/13876,0
stops/9505,stops/13877,0
stops/9526,stops/9526,0
stops/9544,stops/3367,0
stops/9544,stops/9544,0
stops/9545,stops/8207,0
stops/9545,stops/8208,0
stops/9545,stops/9545,0
stops/9548,stops/5045,0
stops/9548,stops/5125,0
stops/9552,stops/5006,0
stops/9552,stops/9759,0
stops/9552,stops/9820,0
stops/9598,stops/8333,0
stops/9598,stops/8384,0
stops/9598,stops/9598,0
stops/9598,stops/9600,0
stops/9598,stops/9633,0
stops/9598,stops/10767,0
stops/9598,stops/10768,0
stops/9599,stops/9122,0
stops/9599,stops/9757,0
stops/9599,stops/9758,0
stops/9600,stops/6169,0
stops/9600,stops/8333,0
stops/9600,stops/8384,0
stops/9600,stops/9598,0
stops/9600,stops/9600,0
stops/9600,stops/9633,0
stops/9600,stops/10767,0
stops/9600,stops/10768,0
stops/9600,stops/10791,0
stops/9600,stops/10792,0
stops/9610,stops/9621,0
stops/9610,stops/9831,0
stops/9610,stops/9832,0
stops/9621,stops/9610,0
stops/9621,stops/9831,0
stops/9621,stops/9832,0
stops/9621,stops/9869,0
stops/9621,stops/9871,0
stops/9624,stops/9624,0
stops/9624,stops/9625,0
stops/9624,stops/9969,0
stops/9624,stops/9970,0
stops/9624,stops/9971,0
stops/9624,stops/9972,0
stops/9624,stops/9975,0
stops/9624,stops/11939,0
stops/9625,stops/9624,0
stops/9625,stops/9625,0
stops/9625,stops/9969,0
stops/9625,stops/9970,0
stops/9625,stops/9971,0
stops/9625,stops/9972,0
stops/9625,stops/9975,0
stops/9627,stops/9628,0
stops/9628,stops/9627,0
stops/9628,stops/9628,0
stops/9633,stops/5007,0
stops/9633,stops/5012,0
stops/9633,stops/8333,0
stops/9633,stops/8384,0
stops/9633,stops/9598,0
stops/9633,stops/9600,0
stops/9633,stops/9633,0
stops/9633,stops/10767,0
stops/9633,stops/10768,0
stops/9642,stops/2366,0
stops/9642,stops/2367,0
stops/9648,stops/10639,0
stops/9649,stops/9220,0
stops/9649,stops/9649,0
stops/9649,stops/9650,0
stops/9649,stops/9651,0
stops/9649,stops/9652,0
stops/9650,stops/9220,0
stops/9650,stops/9649,0
stops/9650,stops/9650,0
stops/9650,stops/9651,0
stops/9650,stops/9652,0
stops/9651,stops/9220,0
stops/9651,stops/9649,0
stops/9651,stops/9650,0
stops/9651,stops/9651,0
stops/9651,stops/9652,0
stops/9652,stops/9220,0
stops/9652,stops/9649,0
stops/9652,stops/9650,0
stops/9652,stops/9651,0
stops/9674,stops/6970,0
stops/9688,stops/9704,0
stops/9704,stops/9688,0
stops/9756,stops/7527,0
stops/9756,stops/7528,0
stops/9757,stops/735,0
stops/9757,stops/9122,0
stops/9757,stops/9599,0
stops/9757,stops/9757,0
stops/9757,stops/9758,0
stops/9757,stops/9860,0
stops/9757,stops/10809,0
stops/9758,stops/735,0
stops/9758,stops/5016,0
stops/9758,stops/9122,0
stops/9758,stops/9599,0
stops/9758,stops/9757,0
stops/9758,stops/9758,0
stops/9758,stops/9860,0
stops/9758,stops/10809,0
stops/9759,stops/5006,0
stops/9759,stops/9552,0
stops/9759,stops/9759,0
stops/9759,stops/9820,0
stops/9764,stops/346,0
stops/9764,stops/347,0
stops/9818,stops/9821,0
stops/9818,stops/9976,0
stops/9818,stops/9977,0
stops/9818,stops/9978,0
stops/9818,stops/9979,0
stops/9818,stops/9981,0
stops/9818,stops/9982,0
stops/9818,stops/9983,0
stops/9818,stops/9984,0
stops/9818,stops/9985,0
stops/9818,stops/9986,0
stops/9818,stops/13066,0
stops/9820,stops/5006,0
stops/9820,stops/9552,0
stops/9820,stops/9759,0
stops/9820,stops/9820,0
stops/9821,stops/9818,0
stops/9821,stops/9821,0
stops/9821,stops/9976,0
stops/9821,stops/9977,0
stops/9821,stops/9978,0
stops/9821,stops/9979,0
stops/9821,stops/9981,0
stops/9821,stops/9982,0
stops/9821,stops/9983,0
stops/9821,stops/9984,0
stops/9821,stops/9985,0
stops/9821,stops/9986,0
stops/9821,stops/13066,0
stops/9825,stops/9957,0
stops/9825,stops/9958,0
stops/9826,stops/9957,0
stops/9826,stops/9958,0
stops/9827,stops/12899,0
stops/9828,stops/12899,0
stops/9829,stops/9830,0
stops/9830,stops/9830,0
stops/9831,stops/9610,0
stops/9831,stops/9621,0
stops/9831,stops/9869,0
stops/9831,stops/9871,0
stops/9832,stops/9610,0
stops/9832,stops/9621,0
stops/9832,stops/9831,0
stops/9832,stops/9869,0
stops/9832,stops/9871,0
stops/9835,stops/9923,0
stops/9835,stops/10033,0
stops/9835,stops/10042,0
stops/9836,stops/9923,0
stops/9836,stops/10033,0
stops/9836,stops/10042,0
stops/9837,stops/9953,0
stops/9838,stops/9953,0
stops/9842,stops/3688,0
stops/9845,stops/2672,0
stops/9845,stops/9954,0
stops/9845,stops/9955,0
stops/9845,stops/9956,0
stops/9846,stops/2672,0
stops/9846,stops/8181,0
stops/9846,stops/9954,0
stops/9846,stops/9955,0
stops/9846,stops/9956,0
stops/9860,stops/735,0
stops/9860,stops/9757,0
stops/9860,stops/9758,0
stops/9869,stops/9621,0
stops/9869,stops/9831,0
stops/9869,stops/9832,0
stops/9869,stops/9871,0
stops/9871,stops/9610,0
stops/9871,stops/9621,0
stops/9871,stops/9831,0
stops/9871,stops/9832,0
stops/9871,stops/9869,0
stops/9923,stops/9835,0
stops/9923,stops/9836,0
stops/9953,stops/9837,0
stops/9953,stops/9838,0
stops/9953,stops/9953,0
stops/9954,stops/2672,0
stops/9954,stops/8181,0
stops/9954,stops/9845,0
stops/9954,stops/9846,0
stops/9954,stops/9954,0
stops/9954,stops/9955,0
stops/9954,stops/9956,0
stops/9955,stops/2672,0
stops/9955,stops/9845,0
stops/9955,stops/9846,0
stops/9955,stops/9954,0
stops/9955,stops/9956,0
stops/9956,stops/2672,0
stops/9956,stops/8181,0
stops/9956,stops/9845,0
stops/9956,stops/9846,0
stops/9956,stops/9954,0
stops/9956,stops/9955,0
stops/9956,stops/9956,0
stops/9957,stops/9825,0
stops/9957,stops/9826,0
stops/9958,stops/9825,0
stops/9958,stops/9826,0
stops/9962,stops/8546,0
stops/9962,stops/8558,0
stops/9969,stops/9624,0
stops/9969,stops/9625,0
stops/9969,stops/9969,0
stops/9969,stops/9970,0
stops/9969,stops/9971,0
stops/9969,stops/9972,0
stops/9969,stops/9975,0
stops/9969,stops/11939,0
stops/9970,stops/9624,0
stops/9970,stops/9625,0
stops/9970,stops/9969,0
stops/9970,stops/9971,0
stops/9970,stops/9972,0
stops/9970,stops/11939,0
stops/9971,stops/9624,0
stops/9971,stops/9625,0
stops/9971,stops/9969,0
stops/9971,stops/9970,0
stops/9971,stops/9971,0
stops/9971,stops/9972,0
stops/9971,stops/9975,0
stops/9971,stops/11939,0
stops/9972,stops/9624,0
stops/9972,stops/9625,0
stops/9972,stops/9969,0
stops/9972,stops/9970,0
stops/9972,stops/9971,0
stops/9972,stops/9972,0
stops/9972,stops/9975,0
stops/9972,stops/11939,0
stops/9975,stops/9624,0
stops/9975,stops/9625,0
stops/9975,stops/9969,0
stops/9975,stops/9970,0
stops/9975,stops/9971,0
stops/9975,stops/9972,0
stops/9975,stops/11939,0
stops/9976,stops/9818,0
stops/9976,stops/9821,0
stops/9976,stops/9976,0
stops/9976,stops/9977,0
stops/9976,stops/9978,0
stops/9976,stops/9979,0
stops/9976,stops/9981,0
stops/9976,stops/9982,0
stops/9976,stops/9983,0
stops/9976,stops/9984,0
stops/9976,stops/9985,0
stops/9976,stops/9986,0
stops/9976,stops/13066,0
stops/9977,stops/9818,0
stops/9977,stops/9821,0
stops/9977,stops/9976,0
stops/9977,stops/9977,0
stops/9977,stops/9978,0
stops/9977,stops/9979,0
stops/9977,stops/9981,0
stops/9977,stops/9982,0
stops/9977,stops/9983,0
stops/9977,stops/9984,0
stops/9977,stops/9985,0
stops/9977,stops/9986,0
stops/9977,stops/13066,0
stops/9978,stops/9818,0
stops/9978,stops/9821,0
stops/9978,stops/9976,0
stops/9978,stops/9977,0
stops/9978,stops/9978,0
stops/9978,stops/9979,0
stops/9978,stops/9981,0
stops/9978,stops/9982,0
stops/9978,stops/9983,0
stops/9978,stops/9984,0
stops/9978,stops/9985,0
stops/9978,stops/9986,0
stops/9978,stops/13066,0
stops/9979,stops/9818,0
stops/9979,stops/9821,0
stops/9979,stops/9976,0
stops/9979,stops/9977,0
stops/9979,stops/9978,0
stops/9979,stops/9979,0
stops/9979,stops/9981,0
stops/9979,stops/9982,0
stops/9979,stops/9983,0
stops/9979,stops/9984,0
stops/9979,stops/9985,0
stops/9979,stops/9986,0
stops/9979,stops/13066,0
stops/9981,stops/9818,0
stops/9981,stops/9821,0
stops/9981,stops/9976,0
stops/9981,stops/9977,0
stops/9981,stops/9978,0
stops/9981,stops/9979,0
stops/9981,stops/9981,0
stops/9981,stops/9982,0
stops/9981,stops/9983,0
stops/9981,stops/9984,0
stops/9981,stops/9985,0
stops/9981,stops/9986,0
stops/9981,stops/13066,0
stops/9982,stops/9818,0
stops/9982,stops/9821,0
stops/9982,stops/9976,0
stops/9982,stops/9977,0
stops/9982,stops/9978,0
stops/9982,stops/9979,0
stops/9982,stops/9981,0
stops/9982,stops/9982,0
stops/9982,stops/9983,0
stops/9982,stops/9984,0
stops/9982,stops/9985,0
stops/9982,stops/9986,0
stops/9982,stops/13066,0
stops/9983,stops/9818,0
stops/9983,stops/9821,0
stops/9983,stops/9976,0
stops/9983,stops/9977,0
stops/9983,stops/9978,0
stops/9983,stops/9979,0
stops/9983,stops/9981,0
stops/9983,stops/9982,0
stops/9983,stops/9983,0
stops/9983,stops/9984,0
stops/9983,stops/9985,0
stops/9983,stops/9986,0
stops/9983,stops/13066,0
stops/9984,stops/9818,0
stops/9984,stops/9821,0
stops/9984,stops/9976,0
stops/9984,stops/9977,0
stops/9984,stops/9978,0
stops/9984,stops/9979,0
stops/9984,stops/9981,0
stops/9984,stops/9982,0
stops/9984,stops/9983,0
stops/9984,stops/9984,0
stops/9984,stops/9985,0
stops/9984,stops/9986,0
stops/9984,stops/13066,0
stops/9985,stops/9818,0
stops/9985,stops/9821,0
stops/9985,stops/9976,0
stops/9985,stops/9977,0
stops/9985,stops/9978,0
stops/9985,stops/9979,0
stops/9985,stops/9981,0
stops/9985,stops/9982,0
stops/9985,stops/9983,0
stops/9985,stops/9984,0
stops/9985,stops/9985,0
stops/9985,stops/9986,0
stops/9985,stops/13066,0
stops/9986,stops/9818,0
stops/9986,stops/9821,0
stops/9986,stops/9976,0
stops/9986,stops/9977,0
stops/9986,stops/9978,0
stops/9986,stops/9979,0
stops/9986,stops/9981,0
stops/9986,stops/9982,0
stops/9986,stops/9983,0
stops/9986,stops/9984,0
stops/9986,stops/9985,0
stops/9986,stops/13066,0
stops/10006,stops/5491,0
stops/10006,stops/5492,0
stops/10007,stops/5491,0
stops/10007,stops/5492,0
stops/10026,stops/8557,0
stops/10026,stops/10026,0
stops/10033,stops/9835,0
stops/10033,stops/9836,0
stops/10042,stops/9835,0
stops/10042,stops/9836,0
stops/10063,stops/10063,0
stops/10084,stops/9050,0
stops/10084,stops/9056,0
stops/10086,stops/10113,0
stops/10086,stops/10114,0
stops/10087,stops/10113,0
stops/10087,stops/10114,0
stops/10093,stops/10107,0
stops/10095,stops/10095,0
stops/10107,stops/10107,0
stops/10113,stops/10086,0
stops/10113,stops/10087,0
stops/10114,stops/10086,0
stops/10114,stops/10087,0
stops/10115,stops/9050,0
stops/10115,stops/9056,0
stops/10117,stops/1114,0
stops/10117,stops/3054,0
stops/10117,stops/5006,0
stops/10117,stops/10118,0
stops/10117,stops/10168,0
stops/10117,stops/12792,0
stops/10118,stops/1114,0
stops/10118,stops/3054,0
stops/10118,stops/5006,0
stops/10118,stops/10117,0
stops/10118,stops/10168,0
stops/10118,stops/12792,0
stops/10120,stops/10120,0
stops/10120,stops/10121,0
stops/10120,stops/10299,0
stops/10121,stops/10120,0
stops/10121,stops/10121,0
stops/10121,stops/10299,0
stops/10148,stops/10148,0
stops/10166,stops/6970,0
stops/10168,stops/1114,0
stops/10168,stops/10117,0
stops/10168,stops/10118,0
stops/10168,stops/10168,0
stops/10180,stops/5846,0
stops/10180,stops/8209,0
stops/10180,stops/8210,0
stops/10180,stops/8211,0
stops/10180,stops/8212,0
stops/10180,stops/13068,0
stops/10180,stops/13073,0
stops/10180,stops/13636,0
stops/10196,stops/2746,0
stops/10196,stops/2747,0
stops/10211,stops/8607,0
stops/10278,stops/10278,0
stops/10293,stops/10293,0
stops/10299,stops/10120,0
stops/10299,stops/10121,0
stops/10299,stops/10299,0
stops/10302,stops/5668,0
stops/10302,stops/5669,0
stops/10303,stops/10303,0
stops/10305,stops/3141,0
stops/10307,stops/1765,0
stops/10307,stops/10307,0
stops/10307,stops/13129,0
stops/10307,stops/13134,0
stops/10315,stops/10721,0
stops/10315,stops/10723,0
stops/10318,stops/10721,0
stops/10318,stops/10723,0
stops/10323,stops/1993,0
stops/10323,stops/1994,0
