_from,_to,transfer_type
stops/5020,stops/8383,0
stops/5020,stops/12791,0
stops/5020,stops/13123,0
stops/5028,stops/5028,0
stops/5028,stops/12844,0
stops/5035,stops/6670,0
stops/5035,stops/6671,0
stops/5036,stops/6670,0
stops/5036,stops/6671,0
stops/5045,stops/1903,0
stops/5045,stops/9548,0
stops/5050,stops/10572,0
stops/5050,stops/10573,0
stops/5050,stops/10855,0
stops/5087,stops/7527,0
stops/5087,stops/7528,0
stops/5104,stops/7737,0
stops/5104,stops/7738,0
stops/5105,stops/7737,0
stops/5105,stops/7738,0
stops/5125,stops/1903,0
stops/5125,stops/9548,0
stops/5138,stops/8038,0
stops/5138,stops/8039,0
stops/5139,stops/8038,0
stops/5139,stops/8039,0
stops/5145,stops/5145,0
stops/5145,stops/5146,0
stops/5146,stops/5145,0
stops/5165,stops/5165,0
stops/5165,stops/5166,0
stops/5166,stops/5165,0
stops/5166,stops/5166,0
stops/5172,stops/348,0
stops/5172,stops/350,0
stops/5172,stops/5184,0
stops/5176,stops/5175,0
stops/5184,stops/348,0
stops/5184,stops/5172,0
stops/5194,stops/348,0
stops/5194,stops/350,0
stops/5197,stops/5197,0
stops/5197,stops/9038,0
stops/5234,stops/6654,0
stops/5234,stops/6672,0
stops/5235,stops/6654,0
stops/5235,stops/6672,0
stops/5239,stops/7793,0
stops/5239,stops/7794,0
stops/5314,stops/5314,0
stops/5314,stops/5709,0
stops/5314,stops/5710,0
stops/5385,stops/6673,0
stops/5385,stops/6674,0
stops/5386,stops/6673,0
stops/5386,stops/6674,0
stops/5390,stops/5390,0
stops/5390,stops/5467,0
stops/5390,stops/6921,0
stops/5423,stops/5426,0
stops/5424,stops/5425,0
stops/5425,stops/5424,0
stops/5425,stops/6652,0
stops/5425,stops/9219,0
stops/5426,stops/5423,0
stops/5426,stops/6652,0
stops/5426,stops/9219,0
stops/5454,stops/13950,0
stops/5454,stops/13964,0
stops/5455,stops/13950,0
stops/5455,stops/13964,0
stops/5466,stops/11073,0
stops/5467,stops/5390,0
stops/5467,stops/6921,0
stops/5467,stops/11073,0
stops/5468,stops/13320,0
stops/5469,stops/13320,0
stops/5491,stops/7149,0
stops/5491,stops/7152,0
stops/5491,stops/10006,0
stops/5491,stops/10007,0
stops/5492,stops/7149,0
stops/5492,stops/7152,0
stops/5492,stops/10006,0
stops/5492,stops/10007,0
stops/5499,stops/8047,0
stops/5499,stops/8048,0
stops/5514,stops/5511,0
stops/5524,stops/7487,0
stops/5524,stops/7488,0
stops/5525,stops/7487,0
stops/5525,stops/7488,0
stops/5534,stops/7714,0
stops/5534,stops/7716,0
stops/5535,stops/7714,0
stops/5535,stops/7716,0
stops/5599,stops/4087,0
stops/5599,stops/4088,0
stops/5600,stops/4087,0
stops/5600,stops/4088,0
stops/5628,stops/7012,0
stops/5628,stops/7013,0
stops/5629,stops/7012,0
stops/5629,stops/7013,0
stops/5635,stops/13499,0
stops/5635,stops/13705,0
stops/5664,stops/6708,0
stops/5664,stops/6709,0
stops/5665,stops/6708,0
stops/5665,stops/6709,0
stops/5668,stops/6896,0
stops/5668,stops/10302,0
stops/5669,stops/6896,0
stops/5669,stops/10302,0
stops/5679,stops/5679,0
stops/5697,stops/930,0
stops/5697,stops/10935,0
stops/5706,stops/5706,0
stops/5706,stops/5749,0
stops/5706,stops/5806,0
stops/5706,stops/5807,0
stops/5706,stops/5816,0
stops/5709,stops/5314,0
stops/5709,stops/5709,0
stops/5709,stops/5710,0
stops/5710,stops/5314,0
stops/5710,stops/5709,0
stops/5749,stops/5706,0
stops/5749,stops/5806,0
stops/5749,stops/5807,0
stops/5788,stops/956,0
stops/5788,stops/957,0
stops/5788,stops/5789,0
stops/5789,stops/956,0
stops/5789,stops/957,0
stops/5789,stops/5788,0
stops/5794,stops/5794,0
stops/5806,stops/5706,0
stops/5806,stops/5749,0
stops/5807,stops/5706,0
stops/5807,stops/5749,0
stops/5813,stops/5794,0
stops/5813,stops/5813,0
stops/5816,stops/5706,0
stops/5824,stops/5824,0
stops/5835,stops/8484,0
stops/5836,stops/5836,0
stops/5836,stops/8484,0
stops/5836,stops/8802,0
stops/5846,stops/3656,0
stops/5846,stops/5846,0
stops/5846,stops/8209,0
stops/5846,stops/8210,0
stops/5846,stops/8211,0
stops/5846,stops/8212,0
stops/5846,stops/10180,0
stops/5846,stops/13068,0
stops/5846,stops/13073,0
stops/5846,stops/13636,0
stops/5878,stops/5878,0
stops/5889,stops/46,0
stops/5890,stops/46,0
stops/5890,stops/5889,0
stops/5890,stops/5890,0
stops/5897,stops/622,0
stops/5899,stops/5899,0
stops/5899,stops/5900,0
stops/5900,stops/5899,0
stops/5900,stops/5900,0
stops/5901,stops/704,0
stops/5901,stops/5901,0
stops/5903,stops/1293,0
stops/5904,stops/1273,0
stops/5904,stops/1293,0
stops/5910,stops/1846,0
stops/5910,stops/1847,0
stops/5911,stops/1846,0
stops/5911,stops/1847,0
stops/5917,stops/8341,0
stops/5917,stops/8376,0
stops/5918,stops/5919,0
stops/5919,stops/5918,0
stops/5919,stops/5919,0
stops/5927,stops/5927,0
stops/5927,stops/5929,0
stops/5929,stops/5927,0
stops/5933,stops/2171,0
stops/5933,stops/5933,0
stops/5950,stops/3557,0
stops/5958,stops/4042,0
stops/5958,stops/4043,0
stops/5960,stops/6218,0
stops/5975,stops/5975,0
stops/5996,stops/3183,0
stops/5996,stops/3184,0
stops/6000,stops/1841,0
stops/6000,stops/6000,0
stops/6006,stops/6006,0
stops/6009,stops/627,0
stops/6009,stops/6009,0
stops/6009,stops/6220,0
stops/6013,stops/14060,0
stops/6013,stops/14061,0
stops/6014,stops/14060,0
stops/6014,stops/14061,0
stops/6083,stops/4343,0
stops/6090,stops/4343,0
stops/6143,stops/11005,0
stops/6151,stops/7136,0
stops/6151,stops/13718,0
stops/6151,stops/13721,0
stops/6158,stops/6158,0
stops/6160,stops/6160,0
stops/6160,stops/7586,0
stops/6160,stops/7625,0
stops/6160,stops/7636,0
stops/6160,stops/7642,0
stops/6160,stops/7747,0
stops/6160,stops/7777,0
stops/6160,stops/7803,0
stops/6160,stops/8335,0
stops/6160,stops/8381,0
stops/6160,stops/8382,0
stops/6160,stops/8383,0
stops/6166,stops/7928,0
stops/6166,stops/8047,0
stops/6166,stops/8048,0
stops/6169,stops/6169,0
stops/6169,stops/9600,0
stops/6169,stops/10768,0
stops/6169,stops/10791,0
stops/6169,stops/10792,0
stops/6193,stops/6193,0
stops/6193,stops/6199,0
stops/6199,stops/6193,0
stops/6199,stops/6199,0
stops/6203,stops/6203,0
stops/6206,stops/13458,0
stops/6211,stops/6211,0
stops/6212,stops/6211,0
stops/6218,stops/2178,0
stops/6218,stops/5960,0
stops/6218,stops/13609,0
stops/6218,stops/13617,0
stops/6220,stops/6009,0
stops/6225,stops/6565,0
stops/6225,stops/6566,0
stops/6235,stops/6235,0
stops/6235,stops/7138,0
stops/6235,stops/7139,0
stops/6242,stops/10866,0
stops/6242,stops/10867,0
stops/6284,stops/4502,0
stops/6285,stops/4502,0
stops/6357,stops/627,0
stops/6357,stops/6357,0
stops/6359,stops/6359,0
stops/6374,stops/1050,0
stops/6374,stops/10611,0
stops/6384,stops/6384,0
stops/6398,stops/1831,0
stops/6398,stops/6398,0
stops/6398,stops/13128,0
stops/6398,stops/13135,0
stops/6409,stops/7465,0
stops/6409,stops/7466,0
stops/6411,stops/6411,0
stops/6411,stops/6412,0
stops/6412,stops/6411,0
stops/6412,stops/6412,0
stops/6412,stops/7465,0
stops/6412,stops/7466,0
stops/6415,stops/6415,0
stops/6415,stops/6416,0
stops/6415,stops/7565,0
stops/6416,stops/6415,0
stops/6416,stops/7565,0
stops/6421,stops/7721,0
stops/6421,stops/10481,0
stops/6470,stops/6470,0
stops/6470,stops/13637,0
stops/6474,stops/142,0
stops/6474,stops/143,0
stops/6474,stops/9397,0
stops/6475,stops/142,0
stops/6475,stops/143,0
stops/6475,stops/9397,0
stops/6493,stops/3049,0
stops/6493,stops/6493,0
stops/6493,stops/9044,0
stops/6502,stops/310,0
stops/6502,stops/6502,0
stops/6510,stops/6511,0
stops/6510,stops/8348,0
stops/6510,stops/8369,0
stops/6510,stops/10877,0
stops/6511,stops/6510,0
stops/6511,stops/8348,0
stops/6511,stops/8369,0
stops/6511,stops/10877,0
stops/6513,stops/2354,0
stops/6513,stops/6513,0
stops/6513,stops/6531,0
stops/6513,stops/10746,0
stops/6513,stops/10747,0
stops/6516,stops/2015,0
stops/6516,stops/2016,0
stops/6517,stops/2015,0
stops/6517,stops/2016,0
stops/6522,stops/6522,0
stops/6522,stops/6523,0
stops/6523,stops/6522,0
stops/6528,stops/6528,0
stops/6528,stops/10840,0
stops/6531,stops/2354,0
stops/6531,stops/6531,0
stops/6531,stops/10746,0
stops/6531,stops/10747,0
stops/6532,stops/10746,0
stops/6542,stops/400,0
stops/6542,stops/4014,0
stops/6543,stops/2599,0
stops/6545,stops/1375,0
stops/6545,stops/1376,0
stops/6551,stops/2599,0
stops/6551,stops/3637,0
stops/6565,stops/2358,0
stops/6565,stops/6225,0
stops/6566,stops/6225,0
stops/6567,stops/6567,0
stops/6576,stops/2599,0
stops/6576,stops/3637,0
stops/6577,stops/13327,0
stops/6577,stops/13328,0
stops/6578,stops/1375,0
stops/6578,stops/1376,0
stops/6585,stops/2599,0
stops/6585,stops/3637,0
stops/6588,stops/400,0
stops/6588,stops/4014,0
stops/6592,stops/13327,0
stops/6592,stops/13328,0
stops/6610,stops/2010,0
stops/6611,stops/2010,0
stops/6617,stops/2366,0
stops/6617,stops/2367,0
stops/6617,stops/6628,0
stops/6619,stops/6619,0
stops/6621,stops/6623,0
stops/6621,stops/8349,0
stops/6621,stops/8368,0
stops/6623,stops/6621,0
stops/6623,stops/8349,0
stops/6623,stops/8368,0
stops/6628,stops/2366,0
stops/6628,stops/2367,0
stops/6628,stops/6617,0
stops/6630,stops/1379,0
stops/6630,stops/1381,0
stops/6630,stops/6631,0
stops/6631,stops/1379,0
stops/6631,stops/1381,0
stops/6631,stops/6630,0
stops/6633,stops/2534,0
stops/6633,stops/2535,0
stops/6634,stops/2534,0
stops/6634,stops/2535,0
stops/6635,stops/2703,0
stops/6635,stops/2705,0
stops/6635,stops/6636,0
stops/6636,stops/2703,0
stops/6636,stops/2705,0
stops/6636,stops/6635,0
stops/6648,stops/2034,0
stops/6649,stops/2034,0
stops/6652,stops/5425,0
stops/6652,stops/5426,0
stops/6654,stops/5234,0
stops/6654,stops/5235,0
stops/6655,stops/4572,0
stops/6655,stops/4573,0
stops/6655,stops/6668,0
stops/6668,stops/4572,0
stops/6668,stops/6655,0
stops/6668,stops/6668,0
stops/6670,stops/5035,0
stops/6670,stops/5036,0
stops/6671,stops/5035,0
stops/6671,stops/5036,0
stops/6672,stops/5234,0
stops/6672,stops/5235,0
stops/6673,stops/5385,0
stops/6673,stops/5386,0
stops/6674,stops/5385,0
stops/6674,stops/5386,0
stops/6708,stops/5664,0
stops/6708,stops/5665,0
stops/6709,stops/5664,0
stops/6709,stops/5665,0
stops/6748,stops/6748,0
stops/6773,stops/52,0
stops/6773,stops/53,0
stops/6774,stops/52,0
stops/6774,stops/53,0
stops/6779,stops/631,0
stops/6779,stops/10425,0
stops/6780,stops/1277,0
stops/6780,stops/1278,0
stops/6785,stops/1856,0
stops/6785,stops/1857,0
stops/6786,stops/1856,0
stops/6786,stops/1857,0
stops/6794,stops/1277,0
stops/6794,stops/1278,0
stops/6818,stops/4048,0
stops/6818,stops/4049,0
stops/6832,stops/6833,0
stops/6832,stops/8924,0
stops/6832,stops/9145,0
stops/6833,stops/6832,0
stops/6833,stops/8924,0
stops/6833,stops/9145,0
stops/6839,stops/6839,0
stops/6842,stops/4048,0
stops/6842,stops/4049,0
stops/6843,stops/631,0
stops/6843,stops/10425,0
stops/6847,stops/838,0
stops/6847,stops/845,0
stops/6848,stops/838,0
stops/6848,stops/845,0
stops/6849,stops/6849,0
stops/6850,stops/6850,0
stops/6876,stops/6877,0
stops/6876,stops/13715,0
stops/6876,stops/13724,0
stops/6877,stops/13715,0
stops/6877,stops/13724,0
stops/6896,stops/5668,0
stops/6896,stops/5669,0
stops/6898,stops/6899,0
stops/6899,stops/6898,0
stops/6914,stops/8353,0
stops/6914,stops/8364,0
stops/6914,stops/9061,0
stops/6919,stops/2081,0
stops/6919,stops/6920,0
stops/6920,stops/2081,0
stops/6920,stops/6919,0
stops/6920,stops/6920,0
stops/6921,stops/5390,0
stops/6921,stops/5467,0
stops/6921,stops/6921,0
stops/6935,stops/1427,0
stops/6935,stops/1428,0
stops/6936,stops/1427,0
stops/6936,stops/1428,0
stops/6942,stops/4617,0
stops/6942,stops/4618,0
stops/6961,stops/9010,0
stops/6961,stops/9012,0
stops/6964,stops/9010,0
stops/6964,stops/9012,0
stops/6970,stops/9674,0
stops/6970,stops/10166,0
stops/6992,stops/9351,0
stops/7012,stops/5628,0
stops/7012,stops/5629,0
stops/7013,stops/5628,0
stops/7013,stops/5629,0
stops/7024,stops/7025,0
stops/7024,stops/9150,0
stops/7025,stops/7024,0
stops/7025,stops/7025,0
stops/7025,stops/9150,0
stops/7026,stops/7026,0
stops/7036,stops/202,0
stops/7047,stops/170,0
stops/7047,stops/202,0
stops/7098,stops/3635,0
stops/7098,stops/7098,0
stops/7098,stops/8336,0
stops/7110,stops/1341,0
stops/7110,stops/1435,0
stops/7121,stops/3595,0
stops/7122,stops/3595,0
stops/7127,stops/10777,0
stops/7128,stops/10777,0
stops/7136,stops/13718,0
stops/7136,stops/13721,0
stops/7138,stops/634,0
stops/7138,stops/6235,0
stops/7139,stops/634,0
stops/7139,stops/6235,0
stops/7149,stops/5491,0
stops/7149,stops/5492,0
stops/7152,stops/5491,0
stops/7152,stops/5492,0
stops/7156,stops/852,0
stops/7156,stops/855,0
stops/7163,stops/3596,0
stops/7169,stops/7169,0
stops/7169,stops/8984,0
stops/7169,stops/8986,0
stops/7188,stops/635,0
stops/7190,stops/1862,0
stops/7190,stops/1863,0
stops/7191,stops/1862,0
stops/7191,stops/1863,0
stops/7227,stops/4627,0
stops/7228,stops/4627,0
stops/7237,stops/63,0
stops/7237,stops/64,0
stops/7238,stops/63,0
stops/7238,stops/64,0
stops/7240,stops/1285,0
stops/7240,stops/1286,0
stops/7281,stops/2714,0
stops/7281,stops/2715,0
stops/7282,stops/2714,0
stops/7282,stops/2715,0
stops/7339,stops/7339,0
stops/7339,stops/7342,0
stops/7342,stops/7339,0
stops/7342,stops/7342,0
stops/7369,stops/1289,0
stops/7369,stops/1290,0
stops/7370,stops/1289,0
stops/7370,stops/1290,0
stops/7373,stops/1870,0
stops/7373,stops/1871,0
stops/7374,stops/1870,0
stops/7374,stops/1871,0
stops/7382,stops/3191,0
stops/7382,stops/3192,0
stops/7383,stops/3191,0
stops/7383,stops/3192,0
stops/7392,stops/644,0
stops/7437,stops/427,0
stops/7437,stops/428,0
stops/7437,stops/7437,0
stops/7437,stops/7438,0
stops/7438,stops/427,0
stops/7438,stops/428,0
stops/7438,stops/7437,0
stops/7438,stops/7438,0
stops/7440,stops/770,0
stops/7440,stops/771,0
stops/7440,stops/7440,0
stops/7440,stops/7441,0
stops/7441,stops/770,0
stops/7441,stops/771,0
stops/7441,stops/7440,0
stops/7441,stops/7441,0
stops/7445,stops/1458,0
stops/7445,stops/1459,0
stops/7445,stops/7445,0
stops/7445,stops/7446,0
stops/7446,stops/1458,0
stops/7446,stops/1459,0
stops/7446,stops/7445,0
stops/7446,stops/7446,0
stops/7451,stops/2001,0
stops/7451,stops/2110,0
stops/7451,stops/2111,0
stops/7451,stops/7451,0
stops/7451,stops/7452,0
stops/7452,stops/2110,0
stops/7452,stops/2111,0
stops/7452,stops/7451,0
stops/7452,stops/7452,0
stops/7459,stops/2625,0
stops/7459,stops/2626,0
stops/7459,stops/7459,0
stops/7459,stops/7460,0
stops/7460,stops/2625,0
stops/7460,stops/2626,0
stops/7460,stops/7459,0
stops/7460,stops/7460,0
stops/7463,stops/2726,0
stops/7463,stops/2727,0
stops/7465,stops/6409,0
stops/7465,stops/6412,0
stops/7465,stops/8243,0
stops/7466,stops/6409,0
stops/7466,stops/6412,0
stops/7466,stops/8243,0
stops/7474,stops/2726,0
stops/7474,stops/2727,0
stops/7476,stops/4651,0
stops/7476,stops/4653,0
stops/7476,stops/7476,0
stops/7476,stops/7477,0
stops/7477,stops/4651,0
stops/7477,stops/4653,0
stops/7477,stops/7476,0
stops/7477,stops/7477,0
stops/7484,stops/10870,0
stops/7484,stops/11313,0
stops/7487,stops/5524,0
stops/7487,stops/5525,0
stops/7488,stops/5524,0
stops/7488,stops/5525,0
stops/7501,stops/1876,0
stops/7501,stops/1877,0
stops/7510,stops/10870,0
stops/7512,stops/1876,0
stops/7512,stops/1877,0
stops/7519,stops/3199,0
stops/7519,stops/3200,0
stops/7520,stops/3199,0
stops/7520,stops/3200,0
stops/7527,stops/5087,0
stops/7527,stops/9756,0
stops/7528,stops/5087,0
stops/7528,stops/9756,0
stops/7546,stops/7546,0
stops/7565,stops/6415,0
stops/7565,stops/6416,0
stops/7586,stops/6160,0
stops/7586,stops/7586,0
stops/7586,stops/7625,0
stops/7586,stops/7636,0
stops/7586,stops/7642,0
stops/7586,stops/7747,0
stops/7586,stops/7803,0
stops/7586,stops/8334,0
stops/7586,stops/8335,0
stops/7586,stops/8382,0
stops/7586,stops/8383,0
stops/7588,stops/7588,0
stops/7591,stops/7591,0
stops/7591,stops/7793,0
stops/7591,stops/7794,0
stops/7591,stops/12762,0
stops/7594,stops/3639,0
stops/7594,stops/7594,0
stops/7594,stops/7608,0
stops/7594,stops/7612,0
stops/7594,stops/7765,0
stops/7594,stops/7767,0
stops/7594,stops/11486,0
stops/7594,stops/12790,0
stops/7594,stops/12791,0
stops/7594,stops/12793,0
stops/7594,stops/12794,0
stops/7594,stops/13123,0
stops/7594,stops/13167,0
stops/7594,stops/13169,0
stops/7602,stops/616,0
stops/7602,stops/2580,0
stops/7602,stops/7602,0
stops/7602,stops/7616,0
stops/7602,stops/10491,0
stops/7602,stops/10763,0
stops/7602,stops/12375,0
stops/7602,stops/12382,0
stops/7602,stops/13305,0
stops/7608,stops/3639,0
stops/7608,stops/7594,0
stops/7608,stops/7608,0
stops/7608,stops/7612,0
stops/7608,stops/7614,0
stops/7608,stops/7765,0
stops/7608,stops/7767,0
stops/7608,stops/7789,0
stops/7608,stops/11486,0
stops/7608,stops/12790,0
stops/7608,stops/12791,0
stops/7608,stops/12793,0
stops/7608,stops/12794,0
stops/7608,stops/13123,0
stops/7608,stops/13167,0
stops/7608,stops/13169,0
stops/7612,stops/3639,0
stops/7612,stops/5020,0
stops/7612,stops/7594,0
stops/7612,stops/7608,0
stops/7612,stops/7612,0
stops/7612,stops/7765,0
stops/7612,stops/7767,0
stops/7612,stops/11486,0
stops/7612,stops/12790,0
stops/7612,stops/12791,0
stops/7612,stops/12793,0
stops/7612,stops/12794,0
stops/7612,stops/13123,0
stops/7612,stops/13167,0
stops/7612,stops/13169,0
stops/7614,stops/3639,0
stops/7614,stops/5020,0
stops/7614,stops/7608,0
stops/7614,stops/7614,0
stops/7614,stops/7767,0
stops/7614,stops/7789,0
stops/7614,stops/7800,0
stops/7614,stops/13123,0
stops/7614,stops/13169,0
stops/7616,stops/616,0
stops/7616,stops/2580,0
stops/7616,stops/7602,0
stops/7616,stops/7616,0
stops/7616,stops/10762,0
stops/7616,stops/12793,0
stops/7618,stops/616,0
stops/7618,stops/2580,0
stops/7618,stops/7602,0
stops/7618,stops/7616,0
stops/7618,stops/10763,0
stops/7618,stops/10764,0
stops/7618,stops/13305,0
stops/7625,stops/6160,0
stops/7625,stops/7586,0
stops/7625,stops/7625,0
stops/7625,stops/7640,0
stops/7625,stops/7642,0
stops/7625,stops/7747,0
stops/7625,stops/7800,0
stops/7625,stops/7803,0
stops/7625,stops/8334,0
stops/7625,stops/8382,0
stops/7627,stops/7627,0
stops/7627,stops/7631,0
stops/7627,stops/7636,0
stops/7631,stops/782,0
stops/7631,stops/7627,0
stops/7631,stops/7631,0
stops/7631,stops/7636,0
stops/7631,stops/7751,0
stops/7631,stops/7782,0
stops/7631,stops/13168,0
stops/7634,stops/5020,0
stops/7634,stops/7634,0
stops/7634,stops/7642,0
stops/7634,stops/7800,0
stops/7634,stops/7807,0
stops/7634,stops/8335,0
stops/7634,stops/8382,0
stops/7636,stops/6160,0
stops/7636,stops/7586,0
stops/7636,stops/7627,0
stops/7636,stops/7631,0
stops/7636,stops/7636,0
stops/7636,stops/7642,0
stops/7636,stops/13168,0
stops/7640,stops/5020,0
stops/7640,stops/7625,0
stops/7640,stops/7640,0
stops/7640,stops/7646,0
stops/7640,stops/7800,0
stops/7640,stops/7807,0
stops/7640,stops/8334,0
stops/7640,stops/8335,0
stops/7640,stops/8382,0
stops/7642,stops/6160,0
stops/7642,stops/7586,0
stops/7642,stops/7625,0
stops/7642,stops/7634,0
stops/7642,stops/7636,0
stops/7642,stops/7642,0
stops/7642,stops/7807,0
stops/7644,stops/8309,0
stops/7646,stops/5020,0
stops/7646,stops/7640,0
stops/7646,stops/7646,0
stops/7646,stops/8335,0
stops/7646,stops/8382,0
stops/7646,stops/8384,0
stops/7654,stops/1470,0
stops/7654,stops/13952,0
stops/7655,stops/1470,0
stops/7655,stops/13952,0
stops/7656,stops/4664,0
stops/7656,stops/4666,0
stops/7656,stops/4668,0
stops/7678,stops/1471,0
stops/7678,stops/1472,0
stops/7679,stops/1471,0
stops/7679,stops/1472,0
stops/7683,stops/1793,0
stops/7683,stops/1794,0
stops/7684,stops/1793,0
stops/7684,stops/1794,0
stops/7690,stops/2541,0
stops/7690,stops/2542,0
stops/7691,stops/2541,0
stops/7691,stops/2542,0
stops/7692,stops/2738,0
stops/7692,stops/2739,0
stops/7693,stops/2738,0
stops/7693,stops/2739,0
stops/7704,stops/4667,0
stops/7704,stops/4668,0
stops/7706,stops/4667,0
stops/7706,stops/4668,0
stops/7714,stops/5534,0
stops/7714,stops/5535,0
stops/7716,stops/5534,0
stops/7716,stops/5535,0
stops/7718,stops/7718,0
stops/7721,stops/6421,0
stops/7721,stops/10484,0
stops/7732,stops/1890,0
stops/7732,stops/1891,0
stops/7737,stops/5104,0
stops/7737,stops/5105,0
stops/7738,stops/5104,0
stops/7738,stops/5105,0
stops/7747,stops/6160,0
stops/7747,stops/7586,0
stops/7747,stops/7625,0
stops/7747,stops/7747,0
stops/7747,stops/7777,0
stops/7747,stops/7807,0
stops/7747,stops/8334,0
stops/7747,stops/8383,0
stops/7751,stops/782,0
stops/7751,stops/792,0
stops/7751,stops/7631,0
stops/7751,stops/7751,0
stops/7751,stops/7782,0
stops/7751,stops/7787,0
stops/7751,stops/13168,0
stops/7751,stops/13170,0
stops/7751,stops/13171,0
stops/7756,stops/7772,0
stops/7756,stops/10762,0
stops/7756,stops/10764,0
stops/7756,stops/12791,0
stops/7756,stops/12793,0
stops/7756,stops/12794,0
stops/7763,stops/625,0
stops/7763,stops/7763,0
stops/7763,stops/12805,0
stops/7765,stops/3639,0
stops/7765,stops/7594,0
stops/7765,stops/7608,0
stops/7765,stops/7612,0
stops/7765,stops/7765,0
stops/7765,stops/7767,0
stops/7765,stops/11486,0
stops/7765,stops/12790,0
stops/7765,stops/12791,0
stops/7765,stops/12793,0
stops/7765,stops/12794,0
stops/7765,stops/13123,0
stops/7765,stops/13167,0
stops/7765,stops/13169,0
stops/7767,stops/3039,0
stops/7767,stops/3639,0
stops/7767,stops/5020,0
stops/7767,stops/7594,0
stops/7767,stops/7608,0
stops/7767,stops/7612,0
stops/7767,stops/7614,0
stops/7767,stops/7765,0
stops/7767,stops/7767,0
stops/7767,stops/7789,0
stops/7767,stops/7800,0
stops/7767,stops/11486,0
stops/7767,stops/12790,0
stops/7767,stops/12791,0
stops/7767,stops/12793,0
stops/7767,stops/12794,0
stops/7767,stops/13123,0
stops/7767,stops/13167,0
stops/7767,stops/13169,0
stops/7772,stops/7756,0
stops/7772,stops/7772,0
stops/7772,stops/10762,0
stops/7772,stops/10764,0
stops/7773,stops/7602,0
stops/7773,stops/7773,0
stops/7773,stops/10764,0
stops/7773,stops/13305,0
stops/7774,stops/7774,0
stops/7774,stops/10491,0
stops/7774,stops/10764,0
stops/7774,stops/13305,0
stops/7777,stops/6160,0
stops/7777,stops/7747,0
stops/7777,stops/7777,0
stops/7777,stops/8334,0
stops/7777,stops/8383,0
stops/7782,stops/782,0
stops/7782,stops/792,0
stops/7782,stops/7631,0
stops/7782,stops/7751,0
stops/7782,stops/7782,0
stops/7782,stops/7787,0
stops/7782,stops/13168,0
stops/7782,stops/13170,0
stops/7787,stops/782,0
stops/7787,stops/792,0
stops/7787,stops/7751,0
stops/7787,stops/7782,0
stops/7787,stops/7787,0
stops/7787,stops/13168,0
stops/7787,stops/13170,0
stops/7789,stops/5020,0
stops/7789,stops/7608,0
stops/7789,stops/7614,0
stops/7789,stops/7767,0
stops/7789,stops/7789,0
stops/7789,stops/7800,0
stops/7789,stops/8334,0
stops/7789,stops/13123,0
stops/7789,stops/13169,0
stops/7793,stops/7591,0
stops/7793,stops/7793,0
stops/7793,stops/7794,0
stops/7793,stops/12762,0
stops/7794,stops/7591,0
stops/7794,stops/7793,0
stops/7794,stops/7794,0
stops/7794,stops/12762,0
stops/7797,stops/7797,0
stops/7800,stops/5020,0
stops/7800,stops/7614,0
stops/7800,stops/7625,0
stops/7800,stops/7634,0
stops/7800,stops/7640,0
stops/7800,stops/7767,0
stops/7800,stops/7789,0
stops/7800,stops/7800,0
stops/7800,stops/7807,0
stops/7800,stops/8334,0
stops/7800,stops/8383,0
stops/7803,stops/6160,0
stops/7803,stops/7586,0
stops/7803,stops/7625,0
stops/7803,stops/7803,0
stops/7803,stops/8334,0
stops/7803,stops/8383,0
stops/7807,stops/5020,0
stops/7807,stops/7634,0
stops/7807,stops/7640,0
stops/7807,stops/7642,0
stops/7807,stops/7747,0
stops/7807,stops/7800,0
stops/7807,stops/7807,0
stops/7807,stops/8334,0
stops/7807,stops/8383,0
stops/7812,stops/450,0
stops/7812,stops/451,0
stops/7813,stops/450,0
stops/7813,stops/451,0
stops/7814,stops/793,0
stops/7814,stops/794,0
stops/7815,stops/793,0
stops/7815,stops/794,0
stops/7818,stops/2127,0
stops/7818,stops/2128,0
stops/7819,stops/2127,0
stops/7819,stops/2128,0
stops/7827,stops/8345,0
stops/7827,stops/8372,0
stops/7828,stops/8345,0
stops/7828,stops/8372,0
stops/7856,stops/2594,0
stops/7876,stops/2817,0
stops/7876,stops/2818,0
stops/7879,stops/7879,0
stops/7879,stops/7880,0
stops/7880,stops/7879,0
stops/7880,stops/7880,0
stops/7894,stops/2817,0
stops/7894,stops/2818,0
stops/7900,stops/385,0
stops/7900,stops/386,0
stops/7918,stops/3228,0
stops/7918,stops/7990,0
stops/7920,stops/7920,0
stops/7920,stops/7921,0
stops/7921,stops/7920,0
stops/7928,stops/6166,0
stops/7928,stops/8048,0
stops/7936,stops/813,0
stops/7936,stops/814,0
stops/7937,stops/813,0
stops/7937,stops/814,0
stops/7957,stops/1497,0
stops/7957,stops/1499,0
stops/7958,stops/1497,0
stops/7958,stops/1499,0
stops/7960,stops/1550,0
stops/7960,stops/1551,0
stops/7961,stops/1551,0
stops/7962,stops/1759,0
stops/7962,stops/1760,0
stops/7963,stops/1759,0
stops/7963,stops/1760,0
stops/7963,stops/7982,0
stops/7964,stops/1818,0
stops/7964,stops/1819,0
stops/7964,stops/8664,0
stops/7965,stops/1818,0
stops/7965,stops/1819,0
stops/7965,stops/8664,0
stops/7966,stops/1910,0
stops/7966,stops/1911,0
stops/7967,stops/1910,0
stops/7967,stops/1911,0
stops/7972,stops/2147,0
