_id,route_id,service_id,_key,direction_id,block_id,shape_id,trip_type,wheelchair_accessible
trips/8931652,2,W.535,8931652,0,242,406699,,1
trips/8931653,2,W.535,8931653,0,243,406699,,1
trips/8931654,2,W.535,8931654,0,201,406699,,1
trips/8931655,2,W.535,8931655,0,244,406699,,1
trips/8931656,2,W.535,8931656,0,251,406700,,1
trips/8931657,2,W.535,8931657,0,245,406699,,1
trips/8931658,2,W.535,8931658,0,234,406699,,1
trips/8931659,2,W.535,8931659,0,235,406699,,1
trips/8931660,2,W.535,8931660,0,253,406701,,1
trips/8931661,2,W.535,8931661,0,236,406699,,1
trips/8931662,2,W.535,8931662,0,247,406698,,1
trips/8931663,2,W.535,8931663,0,202,406701,,1
trips/8931664,2,W.535,8931664,0,237,406698,,1
trips/8931665,2,W.535,8931665,0,249,406698,,1
trips/8931666,2,W.535,8931666,0,238,406699,,1
trips/8931667,2,W.535,8931667,0,239,406699,,1
trips/8931668,2,W.535,8931668,0,257,406700,,1
trips/8931669,2,W.535,8931669,0,259,406700,,1
trips/8931670,2,W.535,8931670,0,240,406698,,1
trips/8931671,2,W.535,8931671,0,241,406699,,1
trips/8931672,2,W.535,8931672,0,251,406702,,1
trips/8931673,2,W.535,8931673,0,261,406700,,1
trips/8931674,2,W.535,8931674,0,255,406699,,1
trips/8931675,2,W.535,8931675,0,263,406700,,1
trips/8931676,2,W.535,8931676,0,242,406698,,1
trips/8931677,2,W.535,8931677,0,265,406701,,1
trips/8931678,2,W.535,8931678,0,243,406699,,1
trips/8931679,2,W.535,8931679,0,201,406699,,1
trips/8931680,2,W.535,8931680,0,244,406698,,1
trips/8931681,2,W.535,8931681,0,245,406699,,1
trips/8931682,2,W.535,8931682,0,234,406698,,1
trips/8931683,2,W.535,8931683,0,235,406699,,1
trips/8931684,2,W.535,8931684,0,253,406699,,1
trips/8931685,2,W.535,8931685,0,236,406698,,1
trips/8931686,2,W.535,8931686,0,202,406699,,1
trips/8931687,2,W.535,8931687,0,238,406699,,1
trips/8931688,2,W.535,8931688,0,239,406699,,1
trips/8931689,2,W.535,8931689,0,241,406698,,1
trips/8931690,2,W.535,8931690,0,255,406699,,1
trips/8931691,2,W.535,8931691,0,265,406699,,1
trips/8931692,2,W.535,8931692,0,243,406698,,1
trips/8931693,2,W.535,8931693,0,201,406699,,1
trips/8931694,2,W.535,8931694,0,245,406699,,1
trips/8931695,2,W.535,8931695,0,235,406699,,1
trips/8931696,2,W.535,8931696,0,253,406698,,1
trips/8931697,2,W.535,8931697,0,202,406699,,1
trips/8931698,2,W.535,8931698,0,238,406698,,1
trips/8931699,2,W.535,8931699,0,255,406698,,1
trips/8931700,2,W.535,8931700,0,265,406699,,1
trips/8931701,2,W.535,8931701,0,245,406698,,1
trips/8931702,2,W.535,8931702,0,235,406698,,1
trips/8931703,2,W.535,8931703,0,265,406698,,1
trips/8931944,2,W.535,8931944,1,245,406703,,1
trips/8931945,2,W.535,8931945,1,234,406703,,1
trips/8931946,2,W.535,8931946,1,235,406703,,1
trips/8931947,2,W.535,8931947,1,253,406703,,1
trips/8931948,2,W.535,8931948,1,236,406703,,1
trips/8931949,2,W.535,8931949,1,202,406703,,1
trips/8931950,2,W.535,8931950,1,238,406703,,1
trips/8931951,2,W.535,8931951,1,239,406703,,1
trips/8931952,2,W.535,8931952,1,241,406703,,1
trips/8931953,2,W.535,8931953,1,255,406703,,1
trips/8931954,2,W.535,8931954,1,265,406703,,1
trips/8931955,2,W.535,8931955,1,243,406703,,1
trips/8931956,2,W.535,8931956,1,201,406703,,1
trips/8931957,2,W.535,8931957,1,245,406703,,1
trips/8931958,2,W.535,8931958,1,235,406703,,1
trips/8931959,2,W.535,8931959,1,253,406703,,1
trips/8931960,2,W.535,8931960,1,202,406703,,1
trips/8931961,2,W.535,8931961,1,238,406703,,1
trips/8931962,2,W.535,8931962,1,239,406704,,1
trips/8931963,2,W.535,8931963,1,255,406703,,1
trips/8931964,2,W.535,8931964,1,265,406703,,1
trips/8931965,2,W.535,8931965,1,201,406704,,1
trips/8931966,2,W.535,8931966,1,245,406703,,1
trips/8931967,2,W.535,8931967,1,235,406703,,1
trips/8931968,2,W.535,8931968,1,202,406704,,1
trips/8931969,2,W.535,8931969,1,265,406703,,1
trips/8931762,2,S.535,8931762,1,234,406703,,1
trips/8931763,2,S.535,8931763,1,238,406703,,1
trips/8931764,2,S.535,8931764,1,240,406703,,1
trips/8931765,2,S.535,8931765,1,242,406703,,1
trips/8931766,2,S.535,8931766,1,234,406703,,1
trips/8931767,2,S.535,8931767,1,236,406703,,1
trips/8931768,2,S.535,8931768,1,237,406703,,1
trips/8931769,2,S.535,8931769,1,238,406703,,1
trips/8931770,2,S.535,8931770,1,239,406703,,1
trips/8931771,2,S.535,8931771,1,240,406703,,1
trips/8931772,2,S.535,8931772,1,241,406703,,1
trips/8931773,2,S.535,8931773,1,242,406703,,1
trips/8931774,2,S.535,8931774,1,243,406703,,1
trips/8931775,2,S.535,8931775,1,244,406703,,1
trips/8931776,2,S.535,8931776,1,245,406703,,1
trips/8931777,2,S.535,8931777,1,234,406703,,1
trips/8931778,2,S.535,8931778,1,235,406703,,1
trips/8931779,2,S.535,8931779,1,236,406703,,1
trips/8931780,2,S.535,8931780,1,237,406703,,1
trips/8931781,2,S.535,8931781,1,238,406703,,1
trips/8931782,2,S.535,8931782,1,239,406703,,1
trips/8931783,2,S.535,8931783,1,240,406703,,1
trips/8931784,2,S.535,8931784,1,241,406703,,1
trips/8931785,2,S.535,8931785,1,242,406703,,1
trips/8931786,2,S.535,8931786,1,243,406703,,1
trips/8931787,2,S.535,8931787,1,244,406703,,1
trips/8931788,2,S.535,8931788,1,245,406703,,1
trips/8931789,2,S.535,8931789,1,234,406703,,1
trips/8931790,2,S.535,8931790,1,235,406703,,1
trips/8931791,2,S.535,8931791,1,236,406703,,1
trips/8931792,2,S.535,8931792,1,237,406703,,1
trips/8931793,2,S.535,8931793,1,238,406703,,1
trips/8931794,2,S.535,8931794,1,239,406703,,1
trips/8931795,2,S.535,8931795,1,240,406703,,1
trips/8931796,2,S.535,8931796,1,241,406703,,1
trips/8931797,2,S.535,8931797,1,242,406703,,1
trips/8931798,2,S.535,8931798,1,243,406703,,1
trips/8931799,2,S.535,8931799,1,244,406703,,1
trips/8931800,2,S.535,8931800,1,245,406703,,1
trips/8931801,2,S.535,8931801,1,234,406703,,1
trips/8931802,2,S.535,8931802,1,235,406703,,1
trips/8931803,2,S.535,8931803,1,236,406703,,1
trips/8931804,2,S.535,8931804,1,237,406703,,1
trips/8931805,2,S.535,8931805,1,238,406703,,1
trips/8931806,2,S.535,8931806,1,239,406703,,1
trips/8931807,2,S.535,8931807,1,240,406703,,1
trips/8931808,2,S.535,8931808,1,241,406703,,1
trips/8931809,2,S.535,8931809,1,242,406703,,1
trips/8931810,2,S.535,8931810,1,243,406703,,1
trips/8931811,2,S.535,8931811,1,245,406703,,1
trips/8931812,2,S.535,8931812,1,234,406703,,1
trips/8931813,2,S.535,8931813,1,235,406703,,1
trips/8931814,2,S.535,8931814,1,237,406703,,1
trips/8931815,2,S.535,8931815,1,238,406703,,1
trips/8931816,2,S.535,8931816,1,240,406703,,1
trips/8931817,2,S.535,8931817,1,241,406703,,1
trips/8931818,2,S.535,8931818,1,242,406704,,1
trips/8931819,2,S.535,8931819,1,243,406703,,1
trips/8931820,2,S.535,8931820,1,234,406703,,1
trips/8931821,2,S.535,8931821,1,235,406703,,1
trips/8931822,2,S.535,8931822,1,238,406703,,1
trips/8931823,2,S.535,8931823,1,241,406703,,1
trips/8931824,2,U.535,8931824,1,234,406703,,1
trips/8931825,2,U.535,8931825,1,237,406703,,1
trips/8931826,2,U.535,8931826,1,243,406703,,1
trips/8931827,2,U.535,8931827,1,234,406703,,1
trips/8931828,2,U.535,8931828,1,236,406703,,1
trips/8931829,2,U.535,8931829,1,237,406703,,1
trips/8931830,2,U.535,8931830,1,239,406703,,1
trips/8931831,2,U.535,8931831,1,240,406703,,1
trips/8931832,2,U.535,8931832,1,241,406703,,1
trips/8931833,2,U.535,8931833,1,242,406703,,1
trips/8931834,2,U.535,8931834,1,243,406703,,1
trips/8931835,2,U.535,8931835,1,244,406703,,1
trips/8931836,2,U.535,8931836,1,234,406703,,1
trips/8931837,2,U.535,8931837,1,235,406703,,1
trips/8931838,2,U.535,8931838,1,236,406703,,1
trips/8931839,2,U.535,8931839,1,237,406703,,1
trips/8931840,2,U.535,8931840,1,238,406703,,1
trips/8931841,2,U.535,8931841,1,239,406703,,1
trips/8931842,2,U.535,8931842,1,240,406703,,1
trips/8931843,2,U.535,8931843,1,241,406703,,1
trips/8931844,2,U.535,8931844,1,242,406703,,1
trips/8931845,2,U.535,8931845,1,243,406703,,1
trips/8931846,2,U.535,8931846,1,244,406703,,1
trips/8931847,2,U.535,8931847,1,234,406703,,1
trips/8931848,2,U.535,8931848,1,235,406703,,1
trips/8931849,2,U.535,8931849,1,236,406703,,1
trips/8931850,2,U.535,8931850,1,237,406703,,1
trips/8931851,2,U.535,8931851,1,238,406703,,1
trips/8931852,2,U.535,8931852,1,239,406703,,1
trips/8931853,2,U.535,8931853,1,240,406703,,1
trips/8931854,2,U.535,8931854,1,241,406703,,1
trips/8931855,2,U.535,8931855,1,242,406703,,1
trips/8931856,2,U.535,8931856,1,243,406703,,1
trips/8931857,2,U.535,8931857,1,244,406703,,1
trips/8931858,2,U.535,8931858,1,234,406703,,1
trips/8931859,2,U.535,8931859,1,235,406703,,1
trips/8931860,2,U.535,8931860,1,236,406703,,1
trips/8931861,2,U.535,8931861,1,237,406703,,1
trips/8931862,2,U.535,8931862,1,238,406703,,1
trips/8931863,2,U.535,8931863,1,239,406703,,1
trips/8931864,2,U.535,8931864,1,240,406703,,1
trips/8931865,2,U.535,8931865,1,241,406703,,1
trips/8931866,2,U.535,8931866,1,242,406703,,1
trips/8931867,2,U.535,8931867,1,937,406703,,1
trips/8931868,2,U.535,8931868,1,244,406703,,1
trips/8931869,2,U.535,8931869,1,234,406703,,1
trips/8931870,2,U.535,8931870,1,235,406703,,1
trips/8931871,2,U.535,8931871,1,237,406703,,1
trips/8931872,2,U.535,8931872,1,238,406703,,1
trips/8931873,2,U.535,8931873,1,240,406703,,1
trips/8931874,2,U.535,8931874,1,241,406703,,1
trips/8931875,2,U.535,8931875,1,242,406703,,1
trips/8931876,2,U.535,8931876,1,244,406703,,1
trips/8931877,2,U.535,8931877,1,235,406703,,1
trips/8931878,2,U.535,8931878,1,238,406703,,1
trips/8931879,2,U.535,8931879,1,241,406704,,1
trips/8931880,2,U.535,8931880,1,244,406703,,1
trips/8931881,2,W.535,8931881,1,244,406703,,1
trips/8931882,2,W.535,8931882,1,236,406707,,1
trips/8931883,2,W.535,8931883,1,238,406703,,1
trips/8931884,2,W.535,8931884,1,239,406707,,1
trips/8931885,2,W.535,8931885,1,260,406706,,1
trips/8931886,2,W.535,8931886,1,240,406703,,1
trips/8931887,2,W.535,8931887,1,262,406706,,1
trips/8931888,2,W.535,8931888,1,252,406707,,1
trips/8931889,2,W.535,8931889,1,242,406703,,1
trips/8931890,2,W.535,8931890,1,243,406703,,1
trips/8931891,2,W.535,8931891,1,258,406705,,1
trips/8931892,2,W.535,8931892,1,246,406704,,1
trips/8931893,2,W.535,8931893,1,201,406705,,1
trips/8931894,2,W.535,8931894,1,244,406703,,1
trips/8931895,2,W.535,8931895,1,248,406704,,1
trips/8931896,2,W.535,8931896,1,264,406705,,1
trips/8931897,2,W.535,8931897,1,250,406704,,1
trips/8931898,2,W.535,8931898,1,245,406705,,1
trips/8931899,2,W.535,8931899,1,254,406704,,1
trips/8931900,2,W.535,8931900,1,256,406704,,1
trips/8931901,2,W.535,8931901,1,235,406703,,1
trips/8931902,2,W.535,8931902,1,236,406707,,1
trips/8931903,2,W.535,8931903,1,260,406704,,1
trips/8931904,2,W.535,8931904,1,262,406704,,1
trips/8931905,2,W.535,8931905,1,237,406705,,1
trips/8931906,2,W.535,8931906,1,238,406703,,1
trips/8931907,2,W.535,8931907,1,239,406703,,1
trips/8931908,2,W.535,8931908,1,240,406703,,1
trips/8931909,2,W.535,8931909,1,241,406703,,1
trips/8931910,2,W.535,8931910,1,242,406703,,1
trips/8931911,2,W.535,8931911,1,243,406703,,1
trips/8931912,2,W.535,8931912,1,201,406703,,1
trips/8931913,2,W.535,8931913,1,244,406703,,1
trips/8931914,2,W.535,8931914,1,245,406703,,1
trips/8931915,2,W.535,8931915,1,234,406703,,1
trips/8931916,2,W.535,8931916,1,235,406703,,1
trips/8931917,2,W.535,8931917,1,236,406703,,1
trips/8931918,2,W.535,8931918,1,237,406703,,1
trips/8931919,2,W.535,8931919,1,238,406703,,1
trips/8931920,2,W.535,8931920,1,239,406703,,1
trips/8931921,2,W.535,8931921,1,240,406703,,1
trips/8931922,2,W.535,8931922,1,241,406703,,1
trips/8931923,2,W.535,8931923,1,242,406703,,1
trips/8931924,2,W.535,8931924,1,243,406703,,1
trips/8931925,2,W.535,8931925,1,201,406703,,1
trips/8931926,2,W.535,8931926,1,244,406703,,1
trips/8931927,2,W.535,8931927,1,245,406703,,1
trips/8931928,2,W.535,8931928,1,234,406703,,1
trips/8931929,2,W.535,8931929,1,235,406703,,1
trips/8931930,2,W.535,8931930,1,236,406703,,1
trips/8931931,2,W.535,8931931,1,247,406703,,1
trips/8931932,2,W.535,8931932,1,936,406705,,1
trips/8931933,2,W.535,8931933,1,237,406703,,1
trips/8931934,2,W.535,8931934,1,249,406703,,1
trips/8931935,2,W.535,8931935,1,238,406703,,1
trips/8931936,2,W.535,8931936,1,239,406703,,1
trips/8931937,2,W.535,8931937,1,240,406703,,1
trips/8931938,2,W.535,8931938,1,241,406703,,1
trips/8931939,2,W.535,8931939,1,255,406703,,1
trips/8931940,2,W.535,8931940,1,242,406703,,1
trips/8931941,2,W.535,8931941,1,243,406703,,1
trips/8931942,2,W.535,8931942,1,201,406703,,1
trips/8931943,2,W.535,8931943,1,244,406703,,1
trips/8955594,2,S.540,8955594,0,234,407788,,1
trips/8955595,2,S.540,8955595,0,238,407788,,1
trips/8955596,2,S.540,8955596,0,240,407788,,1
trips/8955597,2,S.540,8955597,0,242,407788,,1
trips/8955598,2,S.540,8955598,0,244,407788,,1
trips/8955599,2,S.540,8955599,0,234,407788,,1
trips/8955600,2,S.540,8955600,0,236,407788,,1
trips/8955601,2,S.540,8955601,0,237,407788,,1
trips/8955602,2,S.540,8955602,0,238,407788,,1
trips/8955603,2,S.540,8955603,0,239,407788,,1
trips/8955604,2,S.540,8955604,0,240,407788,,1
trips/8955605,2,S.540,8955605,0,241,407788,,1
trips/8955606,2,S.540,8955606,0,242,407788,,1
trips/8955607,2,S.540,8955607,0,243,407788,,1
trips/8955608,2,S.540,8955608,0,244,407788,,1
trips/8955609,2,S.540,8955609,0,245,407788,,1
trips/8955610,2,S.540,8955610,0,234,407788,,1
trips/8955611,2,S.540,8955611,0,235,407788,,1
trips/8955612,2,S.540,8955612,0,236,407788,,1
trips/8955613,2,S.540,8955613,0,237,407788,,1
trips/8955614,2,S.540,8955614,0,238,407788,,1
trips/8955615,2,S.540,8955615,0,239,407788,,1
trips/8955616,2,S.540,8955616,0,240,407788,,1
trips/8955617,2,S.540,8955617,0,241,407788,,1
trips/8955618,2,S.540,8955618,0,242,407788,,1
trips/8955619,2,S.540,8955619,0,243,407788,,1
trips/8955620,2,S.540,8955620,0,244,407788,,1
trips/8955621,2,S.540,8955621,0,245,407788,,1
trips/8955622,2,S.540,8955622,0,234,407788,,1
trips/8955623,2,S.540,8955623,0,235,407788,,1
trips/8955624,2,S.540,8955624,0,236,407788,,1
trips/8955625,2,S.540,8955625,0,237,407788,,1
trips/8955626,2,S.540,8955626,0,238,407788,,1
trips/8955627,2,S.540,8955627,0,239,407788,,1
trips/8955628,2,S.540,8955628,0,240,407788,,1
trips/8955629,2,S.540,8955629,0,241,407788,,1
trips/8955630,2,S.540,8955630,0,242,407788,,1
trips/8955688,2,U.540,8955688,0,241,407788,,1
trips/8955689,2,U.540,8955689,0,242,407788,,1
trips/8955690,2,U.540,8955690,0,243,407787,,1
trips/8955691,2,U.540,8955691,0,244,407788,,1
trips/8955692,2,U.540,8955692,0,234,407788,,1
trips/8955693,2,U.540,8955693,0,235,407788,,1
trips/8955694,2,U.540,8955694,0,236,407787,,1
trips/8955695,2,U.540,8955695,0,237,407788,,1
trips/8955696,2,U.540,8955696,0,238,407788,,1
trips/8955697,2,U.540,8955697,0,239,407787,,1
